Run	Time	Name	X pos	Y pos	Collision	OnCue
4	56.25	Bee02	11.66	18.74	76	False
4	56.99	Bee03	11.19	18.96	42	False
4	56.99	Bee03	11.19	18.96	43	False
4	56.99	Bee03	11.19	18.96	44	False
4	56.99	Bee02	11.53	18.50	77	False
4	57.94	Bee03	11.39	18.96	45	False
4	60.15	Bee03	12.56	18.70	46	False
4	60.15	Bee01	12.80	17.84	64	False
4	61.13	Bee03	12.81	18.74	47	False
4	61.13	Bee01	12.54	17.82	65	False
4	65.05	Bee09	1.63	2.73	55	False
4	65.35	Bee00	0.82	2.73	63	False
4	65.35	Bee00	0.82	2.73	64	False
4	66.45	Bee00	0.99	2.42	65	False
4	66.45	Bee09	1.55	3.08	56	False
4	66.77	Bee03	19.53	15.89	48	False
4	66.77	Bee05	20.39	15.99	64	False
4	67.82	Bee03	19.72	15.54	49	False
4	67.82	Bee05	20.28	16.37	65	False
4	67.82	Bee08	7.35	0.73	46	False
4	68.62	Bee08	7.61	0.81	47	False
4	69.61	Bee08	8.03	1.22	48	False
4	70.16	Bee07	3.30	8.78	87	False
4	71.11	Bee01	1.46	10.25	66	False
4	73.39	Bee06	11.18	6.46	53	False
4	74.93	Bee00	9.66	5.41	66	False
4	74.93	Bee06	10.72	5.17	54	False
4	75.86	Bee00	9.77	5.60	67	False
4	81.13	Bee00	10.34	14.77	68	False
4	81.13	Bee09	9.71	15.51	57	False
4	82.12	Bee00	10.50	14.98	69	False
4	82.12	Bee09	9.98	15.50	58	False
4	82.12	Bee09	9.98	15.50	59	False
4	82.90	Bee09	10.18	15.58	60	False
4	83.27	Bee03	12.47	5.17	50	False
4	83.27	Bee01	11.42	5.38	67	False
4	84.36	Bee03	12.37	5.39	51	False
4	84.36	Bee01	11.50	5.61	68	False
4	85.15	Bee03	12.38	5.66	52	False
4	90.98	Bee04	22.47	8.16	66	False
4	91.12	Bee07	21.99	8.82	88	False
4	91.12	Bee07	21.99	8.82	89	False
4	92.14	Bee07	22.25	8.85	90	False
4	92.31	Bee04	22.47	8.50	67	False
4	92.31	Bee04	22.47	8.50	68	False
4	92.31	Bee04	22.47	8.50	69	False
4	92.31	Bee04	22.47	8.50	70	False
4	92.95	Bee07	22.46	8.99	91	False
4	93.51	Bee04	22.09	9.15	71	False
4	93.79	Bee07	22.58	9.18	92	False
4	94.98	Bee01	8.61	18.59	69	False
4	98.44	Bee00	35.69	8.98	70	False
4	98.44	Bee05	36.67	9.45	66	False
4	98.76	Bee02	32.04	4.92	78	False
4	98.76	Bee09	31.10	5.42	61	False
4	99.68	Bee06	12.52	15.95	55	False
4	99.68	Bee04	13.05	15.44	72	False
4	99.84	Bee09	31.17	5.11	62	False
